Time (ms),X-accel (g),Y-accel (g),Z-accel (g),X-gyro (deg/sec),Y-gyro (deg/sec),Z-gyro (deg/sec),Temperature (deg C),Pressure (hPa),Altitude (m),Relative Humidity (%),
83984,3.19,0,8.71,-0.02,0.02,-0.01,24.8,996.59,139.68,31.45,
84097,3.32,0.01,8.68,-0.02,0.02,-0.01,24.8,996.59,139.6,31.48,
84209,3.15,0.06,8.64,-0.03,0.02,-0.02,24.79,996.57,139.85,31.48,
84322,3.18,0.23,9.39,-0.02,0,0,24.8,996.58,139.69,31.48,
84434,3.45,0.01,9.28,0.03,-0.03,0.06,24.8,996.59,139.68,31.48,
84546,3.73,-0.96,8.9,-0.03,-0.08,0.03,24.8,996.6,139.58,31.48,
84660,2.55,-0.85,8.84,-0.17,0.07,-0.36,24.8,996.6,139.59,31.48,
84772,2.96,-0.68,8.87,-0.07,0.04,-0.13,24.8,996.59,139.67,31.48,
84886,4.03,0.72,8.43,0,0,0.1,24.79,996.56,139.91,31.48,
84998,3.51,0.73,9.05,0.06,-0.03,0.17,24.79,996.56,139.88,31.48,
85110,3.57,0.08,8.61,0.04,0.01,-0.04,24.8,996.58,139.7,31.47,
85223,3.4,0.01,8.09,-0.04,0.03,-0.03,24.8,996.57,139.83,31.48,
85336,2.66,-0.11,8.55,-0.1,0.08,-0.19,24.8,996.57,139.81,31.44,
85448,3.73,0.4,8.48,-0.02,0.04,-0.03,24.8,996.59,139.65,31.47,
85561,3.45,0.04,8.56,-0.02,0.02,-0.02,24.8,996.58,139.74,31.47,
85673,3.21,0.11,8.63,-0.02,0.01,-0.01,24.79,996.59,139.68,31.46,
85786,3.17,-0.01,8.79,-0.02,0.02,-0.01,24.8,996.57,139.8,31.45,
85899,3.26,-0.1,8.74,-0.03,0.02,-0.01,24.8,996.57,139.83,31.45,
86011,3.22,0.03,8.74,-0.03,0.02,-0.01,24.8,996.56,139.88,31.48,
86124,3.35,0.05,8.71,-0.02,0.02,-0.01,24.8,996.59,139.64,31.43,
86237,3.18,0.02,8.84,-0.02,0.01,-0.01,24.8,996.57,139.8,31.46,
86349,3.27,-0.1,8.79,-0.02,0.02,-0.01,24.8,996.59,139.61,31.45,
86462,3.26,-0.03,8.75,-0.03,0.01,-0.02,24.8,996.58,139.73,31.46,
86576,3.3,0.02,8.75,-0.03,0.02,-0.02,24.81,996.59,139.63,31.46,
86687,3.23,0.09,8.61,-0.03,0.01,-0.01,24.81,996.6,139.53,31.46,
86800,3.25,-0.01,8.69,-0.02,0.01,-0.01,24.81,996.6,139.58,31.52,
86914,3.24,0.07,8.85,-0.02,0.02,-0.01,24.81,996.6,139.58,31.47,
87025,3.23,0.02,8.61,-0.02,0.01,-0.01,24.81,996.59,139.62,31.44,
87138,3.35,0.09,8.63,-0.02,0.02,-0.01,24.81,996.6,139.53,31.44,
87250,3.25,0.1,8.67,-0.02,0.01,-0.02,24.81,996.61,139.49,31.44,
87363,3.17,0.08,8.78,-0.02,0.02,-0.01,24.81,996.62,139.39,31.44,
87476,3.25,0,8.74,-0.02,0.02,-0.01,24.81,996.64,139.21,31.43,
87587,3.22,0.06,8.68,-0.02,0.02,-0.02,24.81,996.62,139.6,31.44,
87700,3.3,0.04,8.7,-0.02,0.02,-0.01,24.81,996.63,139.3,31.44,
87813,3.21,0.08,8.83,-0.02,0.02,-0.01,24.81,996.61,139.47,31.44,
87925,3.2,0.02,8.79,-0.02,0.02,-0.01,24.81,996.6,139.52,31.44,
88037,3.26,0,8.8,-0.02,0.02,-0.01,24.81,996.62,139.36,31.44,
88150,3.29,-0.08,8.72,-0.02,0.01,-0.01,24.81,996.62,139.43,31.43,
88263,3.21,0.01,8.7,-0.02,0.01,-0.01,24.81,996.59,139.62,31.55,
88375,3.25,-0.02,8.72,-0.02,0.02,-0.01,24.81,996.58,139.7,31.43,
88488,3.32,-0.04,8.75,-0.02,0.02,-0.01,24.81,996.6,139.59,31.43,
88601,3.22,-0.01,8.75,-0.02,0.02,-0.01,24.81,996.61,139.51,31.44,
88715,3.28,0.06,8.65,-0.02,0.02,-0.01,24.81,996.62,139.37,31.44,
88826,3.25,0.07,8.82,-0.03,0.01,-0.01,24.81,996.58,139.7,31.43,
88939,3.23,0.03,8.66,-0.02,0.02,-0.01,24.82,996.59,139.6,31.43,
89052,3.23,0.06,8.84,-0.02,0.01,-0.01,24.82,996.61,139.5,31.47,
89164,3.32,0,8.66,-0.02,0.02,-0.01,24.82,996.58,139.68,31.44,
89276,3.23,0.13,8.78,-0.02,0.02,-0.01,24.82,996.58,139.77,31.43,
89389,3.23,0.01,8.75,-0.03,0.02,-0.01,24.81,996.59,139.66,31.44,
89501,3.25,0.02,8.7,-0.03,0.02,-0.01,24.82,996.58,139.76,31.43,
89614,3.18,0.09,8.79,-0.02,0.02,-0.01,24.82,996.59,139.63,31.43,
89726,3.27,0.02,8.73,-0.02,0.02,-0.01,24.82,996.58,139.73,31.49,
89838,3.27,0.08,8.71,-0.03,0.01,-0.01,24.82,996.6,139.55,31.43,
89951,3.31,0,8.74,-0.02,0.02,-0.01,24.82,996.58,139.71,31.43,
90063,3.28,0.02,8.68,-0.02,0.02,-0.01,24.82,996.57,139.79,31.43,
90176,3.2,0.02,8.69,-0.02,0.02,-0.01,24.82,996.59,139.63,31.43,
90289,3.23,0.01,8.8,-0.02,0.02,-0.01,24.82,996.61,139.44,31.44,
90400,3.25,0.04,8.69,-0.02,0.01,-0.01,24.82,996.59,139.68,31.39,
90513,3.26,0.05,8.77,-0.03,0.02,-0.01,24.82,996.56,139.86,31.42,
90626,3.28,0.09,8.71,-0.02,0.01,-0.01,24.82,996.59,139.6,31.43,
90738,3.24,0.08,8.72,-0.02,0.02,-0.01,24.82,996.59,139.68,31.43,
90851,3.31,0.08,8.72,-0.02,0.01,-0.01,24.82,996.59,139.63,31.43,
90962,3.31,0.02,8.71,-0.03,0.02,-0.01,24.82,996.59,139.68,31.43,
91075,3.28,0.07,8.68,-0.02,0.01,-0.01,24.83,996.59,139.65,31.43,
91188,3.29,0.03,8.78,-0.02,0.02,-0.01,24.83,996.58,139.77,31.4,
91300,3.21,0.13,8.73,-0.02,0.02,-0.01,24.82,996.56,139.88,31.43,
91413,3.23,0.05,8.7,-0.02,0.01,-0.01,24.82,996.55,139.99,31.43,
91525,3.23,0.03,8.75,-0.02,0.02,-0.01,24.82,996.54,140.09,31.43,
91637,3.3,0.03,8.6,-0.02,0.02,-0.01,24.83,996.55,140,31.43,
91750,3.26,0,8.65,-0.02,0.02,-0.01,24.82,996.56,139.9,31.43,
91863,3.25,0,8.74,-0.02,0.02,-0.01,24.83,996.56,139.92,31.38,
91975,3.21,0.02,8.68,-0.02,0.02,-0.01,24.83,996.56,139.89,31.44,
92088,3.26,0.01,8.74,-0.02,0.01,-0.01,24.82,996.55,139.97,31.43,
92200,3.29,0.02,8.77,-0.03,0.02,-0.01,24.82,996.56,139.91,31.43,
92312,3.23,0.09,8.71,-0.02,0.01,-0.01,24.82,996.55,139.95,31.42,
92425,3.25,0.02,8.76,-0.02,0.02,-0.01,24.83,996.58,139.76,31.42,
92537,3.3,0.06,8.74,-0.02,0.01,-0.01,24.83,996.56,139.89,31.42,
92650,3.26,0.08,8.7,-0.02,0.02,-0.01,24.83,996.54,140.02,31.39,
92763,3.22,0,8.76,-0.02,0.01,-0.01,24.83,996.54,140.02,31.43,
92874,3.21,0,8.68,-0.02,0.02,-0.01,24.83,996.53,140.11,31.42,
92987,3.24,-0.03,8.75,-0.02,0.02,-0.01,24.83,996.53,140.18,31.42,
93101,3.24,0.07,8.68,-0.03,0.01,-0.01,24.83,996.53,140.11,31.42,
93212,3.24,-0.01,8.67,-0.03,0.02,-0.01,24.83,996.54,140.06,31.42,
93326,3.27,0.01,8.72,-0.02,0.02,-0.01,24.83,996.57,139.84,31.42,
93438,3.23,0.03,8.64,-0.02,0.01,-0.01,24.83,996.52,140.24,31.39,
93550,3.24,0.05,8.6,-0.02,0.02,-0.01,24.83,996.52,140.24,31.42,
93663,3.31,-0.01,8.71,-0.02,0.01,-0.01,24.83,996.55,139.97,31.42,
93776,3.3,0,8.72,-0.02,0.02,-0.01,24.83,996.53,140.12,31.43,
93888,3.32,0.09,8.66,-0.02,0.02,-0.01,24.83,996.55,139.96,31.41,
94001,3.24,0.09,8.7,-0.02,0.01,-0.02,24.83,996.51,140.35,31.41,
94113,3.28,0.03,8.69,-0.02,0.02,-0.01,24.83,996.53,140.15,31.4,
94226,3.25,0.04,8.69,-0.02,0.02,-0.01,24.83,996.54,140.02,31.42,
94339,3.29,0.03,8.61,-0.03,0.02,-0.01,24.83,996.53,140.13,31.41,
94450,3.17,0.05,8.76,-0.02,0.02,-0.01,24.83,996.56,139.93,31.42,
94563,3.32,0.01,8.7,-0.02,0.02,-0.01,24.83,996.57,139.83,31.41,
94675,3.2,0.01,8.74,-0.02,0.02,-0.01,24.84,996.55,139.99,31.42,
94788,3.21,0,8.81,-0.02,0.01,-0.02,24.84,996.56,139.9,31.47,
94900,3.32,0.02,8.79,-0.03,0.02,-0.01,24.83,996.54,140.06,31.41,
95012,3.28,-0.01,8.73,-0.02,0.02,-0.01,24.83,996.54,140.06,31.42,
95126,3.24,0.06,8.78,-0.02,0.02,-0.02,24.83,996.52,140.25,31.42,
95238,3.3,0.06,8.71,-0.02,0.02,-0.02,24.84,996.53,140.18,31.42,
95350,3.27,0,8.7,-0.02,0.02,-0.02,24.84,996.53,140.15,31.42,
95463,3.26,-0.01,8.7,-0.03,0.01,-0.01,24.84,996.55,139.95,31.43,
95576,3.11,0.26,8.74,-0.02,0.02,-0.01,24.84,996.55,140.01,31.46,
95688,3.24,-0.01,8.8,-0.02,0.01,-0.01,24.84,996.53,140.15,31.41,
95802,3.28,0,8.71,-0.02,0.02,-0.01,24.84,996.51,140.28,31.42,
95913,3.28,0.06,8.75,-0.03,0.02,-0.02,24.84,996.53,140.15,31.42,
96026,3.26,0.04,8.71,-0.03,0.02,-0.01,24.84,996.53,140.14,31.41,
96139,3.32,0.02,8.74,-0.02,0.02,-0.01,24.84,996.49,140.51,31.41,
96251,3.21,-0.01,8.78,-0.02,0.02,-0.01,24.84,996.52,140.24,31.39,
96364,3.24,0,8.71,-0.02,0.02,-0.01,24.84,996.53,140.15,31.42,
96477,3.25,0.03,8.64,-0.02,0.02,-0.01,24.83,996.5,140.42,31.42,
96589,3.2,0.03,8.68,-0.02,0.02,-0.01,24.83,996.52,140.21,31.41,
96702,3.19,0.04,8.82,-0.02,0.01,-0.01,24.84,996.52,140.22,31.41,
96814,3.18,0.08,8.79,-0.03,0.01,-0.01,24.84,996.52,140.23,31.41,
96926,3.19,0.08,8.82,-0.02,0.02,-0.02,24.85,996.53,140.18,31.44,
97039,3.26,0.11,8.67,-0.02,0.02,-0.01,24.85,996.53,140.42,31.38,
97152,3.3,-0.01,8.7,-0.02,0.02,-0.02,24.84,996.5,140.39,31.41,
97264,3.23,0.05,8.82,-0.02,0.02,-0.01,24.84,996.47,140.65,31.41,
97377,3.27,0.03,8.77,-0.02,0.02,-0.01,24.85,996.49,140.44,31.41,
97489,3.27,0.01,8.63,-0.02,0.01,-0.01,24.85,996.48,140.56,31.41,
97601,3.26,0.07,8.78,-0.02,0.02,-0.01,24.85,996.52,140.21,31.41,
97714,3.25,0,8.7,-0.03,0.02,-0.01,24.85,996.5,140.37,31.34,
97827,3.17,0,8.8,-0.02,0.02,-0.02,24.85,996.5,140.39,31.4,
97940,3.31,0,8.74,-0.02,0.02,-0.01,24.85,996.47,140.61,31.4,
98053,3.29,-0.07,8.81,-0.02,0.02,-0.01,24.85,996.48,140.57,31.4,
98166,3.3,-0.08,8.67,-0.02,0.02,-0.01,24.85,996.51,140.28,31.4,
98279,3.42,0.04,8.66,-0.02,0.02,-0.02,24.85,996.5,140.39,31.4,
98392,3.51,-0.04,8.73,-0.02,0.02,-0.01,24.85,996.51,140.29,31.37,
98504,3.34,-0.07,8.75,-0.02,0.01,-0.01,24.85,996.51,140.28,31.4,
98618,3.25,0.07,8.74,-0.02,0.01,-0.02,24.85,996.51,140.28,31.39,
98731,3.06,-0.03,8.75,-0.02,0.02,0,24.85,996.53,140.16,31.38,
98843,3.22,0.03,8.64,-0.02,0.01,-0.01,24.85,996.51,140.3,31.39,
98956,3.27,-0.01,8.73,-0.02,0.01,-0.01,24.85,996.48,140.56,31.38,
99068,3.33,0.04,8.72,-0.02,0.02,-0.01,24.86,996.49,140.47,31.38,
99181,3.24,0.08,8.75,-0.02,0.01,-0.01,24.86,996.5,140.43,31.37,
99294,3.28,0.04,8.66,-0.02,0.01,-0.02,24.85,996.52,140.2,31.38,
99406,3.25,0.07,8.68,-0.03,0.01,-0.01,24.85,996.48,140.54,31.38,
99518,3.26,0.05,8.73,-0.02,0.02,-0.01,24.85,996.49,140.44,31.38,
99631,3.29,0.01,8.66,-0.02,0.01,-0.01,24.85,996.48,140.53,31.38,
99743,3.21,0.03,8.68,-0.02,0.02,-0.01,24.86,996.48,140.6,31.37,
99856,3.26,0.05,8.76,-0.03,0.02,-0.02,24.86,996.48,140.57,31.27,
99969,3.2,0,8.67,-0.02,0.02,-0.01,24.86,996.5,140.4,31.38,
100080,3.25,-0.02,8.71,-0.02,0.02,-0.04,24.85,996.5,140.38,31.38,
100195,3.31,-0.01,8.71,-0.04,0.01,-0.05,24.86,996.49,140.47,31.37,
100308,3.25,0.12,8.72,-0.02,0.02,-0.02,24.86,996.48,140.6,31.37,
100422,3.29,0.04,8.65,-0.02,0.02,-0.01,24.86,996.49,140.51,31.37,
100535,3.3,0.11,8.78,-0.02,0.02,-0.01,24.86,996.5,140.37,31.4,
100648,3.21,0.03,8.7,-0.02,0.02,-0.01,24.86,996.5,140.43,31.4,
100761,3.28,0.01,8.75,-0.02,0.01,-0.02,24.86,996.49,140.51,31.38,
100874,3.68,0.17,8.15,-0.05,0.01,-0.17,24.86,996.47,140.66,31.38,
100987,3.51,0.08,8.61,-0.03,0.02,-0.02,24.86,996.48,140.59,31.38,
101100,3.34,-0.07,8.64,-0.04,0.02,-0.06,24.86,996.5,140.42,31.38,
101215,6.8,5.87,14.38,0.28,2.4,0.36,24.86,996.49,140.51,31.38,
101327,-2.8,-5.49,19.61,0.16,-0.86,-0.5,24.86,1032.16,140.52,31.39,
101444,-1.98,-6.69,0.05,-0.03,0.53,-2.19,24.88,1027.14,-115,31.6,
101562,5.48,0.36,2.79,0.02,0.01,-0.03,24.89,995.67,147.44,31.39,
101675,4.22,-0.21,6.33,-0.07,0,0.04,24.9,993.62,164.7,31.24,
101787,6.37,0.47,9.12,0.13,0.05,0.06,24.9,991.89,179.38,31.16,
101900,4.92,0.22,8.31,0.04,-0.11,0.05,24.89,991.32,184.18,31.11,
102012,15.33,3.58,19.05,-0.02,0.06,-0.24,24.87,993.47,165.97,31.26,
102127,5.74,-1.08,7.88,0.18,0.06,0.03,24.86,995.65,147.55,31.75,
102240,-9.37,-7.59,-1.12,0.93,0.57,-1.16,24.86,994.99,153.19,31.97,
102354,19.61,7.78,19.61,-0.38,0.42,0.86,24.85,996.47,140.67,32.22,
102469,5.86,-0.57,7.3,-0.03,0.06,-0.11,24.85,996.52,140.22,32.43,
102583,5.14,0.61,8.04,-0.01,0,-0.03,24.86,996.52,140.22,32.62,
102697,4.79,0.6,8.24,-0.02,0.01,0,24.86,996.5,140.38,33.03,
102810,4.7,0.44,8.29,-0.04,0.01,-0.02,24.86,996.49,140.46,33.23,
102924,4.78,0.73,8.14,-0.03,0.02,-0.01,24.86,996.48,140.59,33.43,
103036,4.81,0.65,7.99,-0.02,0.02,0,24.86,996.49,140.46,33.62,
103149,4.82,0.6,8.06,-0.02,0.01,-0.02,24.86,996.5,140.37,33.78,
103262,4.84,0.62,7.88,-0.02,0.01,-0.02,24.86,996.51,140.34,33.96,
103375,4.88,0.63,7.96,-0.01,0.02,0,24.86,996.48,140.6,34.02,
103488,4.77,0.6,8.11,-0.03,0.02,-0.02,24.86,996.47,140.64,34.33,
103601,4.79,0.61,8.05,-0.03,0.01,-0.02,24.86,996.48,140.53,34.43,
103713,4.77,0.64,8.04,-0.02,0.02,-0.01,24.86,996.49,140.46,34.53,
103827,4.8,0.62,8.09,-0.03,0.01,-0.01,24.86,996.5,140.38,34.62,
103940,4.74,0.57,8.07,-0.03,0.02,-0.02,24.87,996.51,140.27,34.69,
104053,4.88,0.68,8.13,-0.02,0.01,-0.01,24.86,996.51,140.35,34.76,
104166,4.78,0.62,8.12,-0.02,0.02,-0.01,24.87,996.49,140.5,34.91,
104280,4.78,0.62,8.06,-0.03,0.02,-0.01,24.86,996.51,140.28,34.96,
104392,4.75,0.6,8,-0.02,0.02,-0.01,24.86,996.47,140.69,35.02,
104505,4.98,0.72,7.85,-0.02,0.01,0,24.86,996.48,140.6,35.08,
104619,4.87,0.74,7.97,-0.02,0.02,-0.02,24.87,996.48,140.58,35.11,
104731,4.79,0.72,8.06,-0.02,0.01,-0.01,24.87,996.49,140.5,35.15,
104845,4.86,0.55,7.98,-0.02,0.02,-0.02,24.87,996.51,140.36,35.23,
104957,4.6,0.49,7.64,-0.06,0.05,-0.06,24.87,996.5,140.38,35.25,
105071,3.46,-1.9,7.21,0.02,-0.07,-0.45,24.87,996.48,140.6,35.29,
105185,4.98,0.83,7.83,-0.02,0.02,-0.01,24.87,996.49,140.47,35.32,
105298,4.48,0.39,7.62,-0.06,-0.02,-0.14,24.87,996.47,140.67,35.35,
105412,4.76,0.8,8.09,-0.03,0.01,-0.01,24.87,996.49,140.52,35.28,
105525,4.39,0.74,7.21,-0.18,0,-0.32,24.87,996.46,140.71,35.4,
105639,2.8,-2.57,7.29,-0.16,-0.37,-0.31,24.87,996.37,141.47,35.42,
105754,4.59,0.96,7.72,-0.06,0.12,-0.08,24.87,996.52,140.27,35.44,
105868,4.64,0.94,7.57,-0.08,0.02,-0.11,24.88,996.47,140.66,35.45,
105980,5.61,2.46,9.39,0.15,-0.18,0.03,24.88,996.48,140.53,35.46,
106093,4.4,0.99,8.89,-0.07,-0.02,0.07,24.87,996.43,141,35.39,
106207,3.63,0.89,6.73,-0.09,0.32,0,24.88,996.48,140.53,35.48,
106319,4.79,0.82,8.22,-0.03,0.02,-0.03,24.87,996.52,140.25,35.52,
106432,4.18,0.07,8.23,0,-0.01,-0.07,24.88,996.48,140.54,35.53,
106546,5.45,1,8.71,-0.03,-0.04,-0.08,24.88,996.5,140.42,35.55,
106659,4.56,0.36,7.7,-0.06,0.14,0,24.88,996.47,140.62,35.55,
106773,5.06,0.68,8.92,-0.03,0.04,-0.01,24.89,996.47,140.69,35.62,
106886,4.82,0.87,8.33,-0.03,0.01,-0.07,24.88,996.49,140.44,35.55,
106999,12.03,0.65,15.99,0.4,-0.26,0.05,24.88,996.39,141.36,35.6,
107113,5.02,1.39,7.57,-0.01,-0.02,0.02,24.88,996.52,140.21,35.61,
107227,4.89,0.9,7.35,-0.04,0.05,-0.04,24.88,996.52,140.19,35.63,
